"","denovo54","denovo34","denovo619","denovo612","denovo428","denovo424","denovo997","denovo71","denovo76","denovo672","denovo1254","denovo444","denovo1233","denovo1089","denovo388","denovo464","denovo468","denovo109","denovo108","denovo107","denovo102","denovo1079","denovo92","denovo93","denovo90","denovo91","denovo96","denovo97","denovo98","denovo99","denovo180","denovo6","denovo7","denovo343","denovo344","denovo163","denovo168","denovo1100","denovo577","denovo1443","denovo104","denovo142","denovo147","denovo146","denovo1124","denovo551","denovo556","denovo976","denovo895","denovo897","denovo961","denovo379","denovo810","denovo536","denovo534","denovo532","denovo539","denovo150","denovo2","denovo1358","denovo320","denovo186","denovo121","denovo125","denovo691","denovo547","denovo516","denovo517","denovo73","denovo74","denovo703","denovo705","denovo859","denovo287","denovo357","denovo299","denovo1466","denovo1398","denovo1399","denovo727","denovo877","denovo874","denovo308","denovo1077","denovo263","denovo1663","denovo815","denovo1253","denovo1252","denovo443","denovo244","denovo245","denovo62","denovo69","denovo63","denovo61","denovo60","denovo67","denovo764","denovo837","denovo1025","denovo1651","denovo227","denovo580","denovo596","denovo599","denovo40","denovo42","denovo45","denovo44","denovo49","denovo48","denovo787","denovo789","denovo788","denovo831","denovo201","denovo209","denovo1083","denovo27","denovo26","denovo25","denovo24","denovo23","denovo22","denovo21","denovo20","denovo29","denovo46","denovo1780","denovo956","denovo1568","denovo628","denovo626","denovo627","denovo624","denovo58","denovo59","denovo1224","denovo124","denovo601","denovo602","denovo1355","denovo770","denovo660","denovo1262","denovo471","denovo1621","denovo1626","denovo1092","denovo396","denovo392","denovo398","denovo139","denovo640","denovo135","denovo41","denovo43","denovo1287","denovo1006","denovo132","denovo130","denovo1207","denovo114","denovo115","denovo116","denovo84","denovo87","denovo86","denovo81","denovo89","denovo1115","denovo563","denovo562","denovo565","denovo566","denovo908","denovo4","denovo191","denovo351","denovo681","denovo172","denovo170","denovo546","denovo966","denovo1632","denovo1306","denovo152","denovo37","denovo30","denovo31","denovo32","denovo33","denovo182","denovo1157","denovo529","denovo1817","denovo315","denovo330","denovo333","denovo338","denovo192","denovo193","denovo295","denovo939","denovo1414","denovo184","denovo1066","denovo489","denovo482","denovo480","denovo1","denovo3","denovo5","denovo8","denovo9","denovo413","denovo417","denovo17","denovo255","denovo251","denovo15","denovo238","denovo79","denovo70","denovo75","denovo753","denovo88","denovo1119","denovo235","denovo232","denovo582","denovo586","denovo584","denovo588","denovo16","denovo56","denovo57","denovo53","denovo50","denovo51","denovo19","denovo13","denovo11","denovo14","denovo1336","denovo777","denovo824","denovo826","denovo820","denovo823","denovo1562","denovo160","denovo1008","denovo1009","denovo1553","denovo213","denovo216","denovo219","denovo512","denovo223","denovo1633","denovo35","denovo36","denovo38","denovo794","denovo1214","denovo904","denovo187","denovo1575","denovo1394","denovo630","denovo18","denovo10","denovo1117","denovo1212","denovo406","denovo1104"
"DA00884",0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,4,0,903,0,0,0,0,0,15,0,0,18,2,1,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,2,0,0,2,0,1,0,0,0,565,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,8,0,22,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,86,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,3,1,0,1,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,1,1,17,8,0,0,0,0,0,0,0,0,45,4,126,283,59,0,6,19,0,2,0,0,0,2,0,0,2,0,0,11,1,1,0,0,0,0,0,0,10,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,1,0,1,12,0,0,0,0
"DA01245",0,8,0,0,1,0,2,0,0,1,1,0,0,0,4,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,3,0,3,0,0,0,0,0,2131,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,173,0,0,0,2,1,1,3,0,0,0,0,0,0,0,9,0,0,0,315,1,0,0,0,1,5,0,0,0,8,45,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,2,0,18,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,1,0,1,0,0,0,1,0,6,0,0,0,0,0,3,0,46,0,16,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,4,7,0,485,53,255,3,11,0,0,0,0,0,34,0,0,0,15,2,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,105,0,0,0,0,4,0,0,1,0,0,1,2,0,0,2
"DA01146",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,767,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,655,0,0,0,6,0,0,1,0,0,3,1,0,0,0,22,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,0,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,518,0,0,0,0,0,0,0,0,531,0,0,0,1,1,0,0,0,0,0,0,0,1,143,0,0,1,0,0,0,691,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,1,1,0,0,0,1,0,0,0,1,1,3,1
"DA01205",340,10,1,5,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,14,0,1,0,0,2,1,0,0,0,188,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,2,1,0,0,0,0,0,0,2,1,0,0,27,2,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,439,5,0,0,1,0,0,0,4,0,0,0,0,0,153,19,0,1,1,9,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,48,1816,8,6,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,111,0,4,68,1,0,1,1,493,2,0,0,3,2,3,1,0,0,1,0,0,0,1,0,14,0,3,0,5,0,0,0,0,0,0,0,1,46,2,0,0,0,0
"DA00874",0,0,5,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4249,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,6,0,0,0,0,0,1,6,1,2,0,0,0,0,1,0,0,0,0,0,1,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"DA01339",0,0,10,4,0,24,0,0,0,0,0,0,0,1,1,0,0,25,154,357,0,0,0,313,0,0,0,0,0,273,0,0,0,0,0,0,0,6,0,2,0,0,2,0,10,1,0,0,0,0,0,2,0,0,0,0,0,153,517,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,38,0,7,0,1,1,0,2,0,0,1,6,1,5,2,0,18,0,0,0,0,1,0,5,0,3,0,0,0,5,0,0,0,0,0,0,388,1,0,1,4,0,1,0,0,0,0,7,0,730,0,0,0,0,2,6,1,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,3,3,4,0,0,0,0,0,0,1,394,4,0,0,0,5,1,0,0,0,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,6577,2,0,0,0,0,0,0,0,10,0,0,0,6,0,0,3,0,0,1,0,3,0,126,0,1,0,0,0,0,0,0,0,1,0,6,10,3,6,1,0,0,0,2,0,86,0,3,0,1,3,0,0,6,0,0,0,1,0,0,0,0,0,6,8,0
"DA01073",2,98,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,5,0,0,0,2,0,107,16,3,65,0,0,0,4,0,1,0,40,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,1,0,0,0,0,0,530,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,2,0,47,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,788,0,0,0,50,56,0,0,2,0,0,0,0,0,0,0,0,117,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,0,5,0,0,0,6,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,123,0,137,0,0,0,0,8,0,0,0,2,0,2,2,0,0,0,0,0,1,571,2,0,22,0,7,0,7,0,0,2,3,0,0,3,0,2,0,25,0,0,0,0,0,6,0,0,0,84,393,0,69,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,328,4,0,0,0,0
"DA00962",4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,7,0,0,0,0,0,0,0,118,0,112,0,0,668,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,306,5,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,614,93,15,11,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,356,514,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,997,445,0,0,0,0
"DA01040",0,0,4,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,6,0,0,0,20,0,0,0,0,0,0,2,0,0,0,0,0,424,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3775,6,40,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,907,0,1,0,0,0,0,0,0,0,0,7,2,3,1,4,0,0,0,0,0,0,0,0,0,0,2,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
"DA01161",0,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,22,10,0,0,0,68,39,170,147,0,2,0,15,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,571,0,0,0,0,0,0,0,0,1,0,54,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,7,3,1,1,143,0,0,0,0,0,0,0,0,0,0,8,1,5,0,219,0,0,0,0,0,0,0,0,1,0,131,10,0,0,1259,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,1,19,0,20,0,0,0,0,0,5,0,0,0,0,9,8,0,0,0,2,1,1,2,23,0,0,0,1,10,0,0,0,0,0,1,332,30,0,46,0,0,0,0,1,0,0,0,0,5,2,0,1,0,0,0,0,0,139,1,169,208,36,0,0,0,0,0,0,0,8,83,0,0,8,0,0,0,0,0,0,0,5,211,0,0,148,53,0,22,99,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,655,9,0,0,0,0
"DA01005",0,5,0,0,5,0,1,0,0,0,0,1,0,2,4,0,0,4,0,4,0,0,0,3,0,1,0,0,0,1,0,36,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3663,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,1,0,0,0,4,0,3,0,2,0,0,0,0,0,0,0,6,0,0,0,0,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,3,0,0,0,451,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,32,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,1,0,22,0,0,0,0,0,0,0,2,0,72,0,0,0,0,1,3,0,0,12,0,0,0,2,0,1,0,2,0,282,12,20,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,0,3,0,0,0,4,1,0,0,232,36,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,1,0,1,0
"DA01072",0,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,172,0,0,0,0,0,11,0,0,0,0,1632,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100,0,13,0,2,0,0,0,0,0,49,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,69,0,1,2,0,1,0,9,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,2,0,0,4,0,0,0,0,0,0,1,0,7,0,27,0,0,1,0,0,0,15,2,128,0,0,0,0,3,0,0,0,1,192,2,1004,8,5,0,0,1,8,0,8,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,24,0,0,2,0,5,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,10,41,0,0,0,0,0,0,0,1089,90,0,0,0,0
"DA00886",2,27,0,0,2,0,1,3,0,0,0,0,2,1,7,1,0,0,5,0,2,1,128,1,1,0,10,1,0,0,0,31,37,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,0,7,0,0,0,0,1,1970,2,1,0,0,0,0,0,1,1,0,1,2,0,1,0,0,0,0,0,0,6,1,3,0,0,0,0,0,1,0,1,0,6,0,0,0,7,0,11,0,1,0,1,3,0,0,0,1,52,0,2,4,1,0,1,0,0,0,1,1,0,7,228,3,65,38,0,66,0,0,0,0,0,5,1,3,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,1,1,0,5,10,3,0,0,0,0,0,10,22,0,2,3,1,2,0,2,0,1,0,0,4,242,0,0,2,0,4,0,0,0,0,0,12,45,4,243,15,1,0,0,1,0,1,1,2,8,0,0,0,0,1,1,0,4,0,282,15,63,27,19,0,2,6,1,1,0,0,3,31,13,2,0,0,0,0,1,1,0,4,8,2,39,1,1,3,147,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,50,13,24,0,1,3,0,0,0,0,0,21,0,0,0,2
"DA01223",0,3,0,0,0,0,0,8,0,1,0,0,0,0,0,3,0,22,0,0,2,0,4,1,0,0,2,2,0,2,1,21,37,0,0,0,0,0,0,0,0,0,275,3,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,0,0,0,0,0,0,0,2,0,0,4,15,0,12,0,25,0,0,0,0,1,0,0,91,1,0,0,0,82,17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,7,10,1,0,0,1,0,0,2,175,0,5,0,34,1,46,0,0,1,0,0,0,423,0,0,0,0,0,2,0,0,0,0,0,0,0,18,0,9,0,0,0,0,0,2,0,0,1,0,0,0,4,0,0,0,1,1431,2,77,143,348,0,0,0,0,0,0,1,32,2,0,0,13,0,0,1,0,0,0,0,0,17,0,5,0,0,111,4,18,448,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,222,20,0,0,0,0,0,0,0,0,6,0,0,0,0
"DA01242",29,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,9,0,0,0,0,0,6,0,160,188,0,0,0,0,0,1,0,66,0,0,14,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,144,7,2,0,2,0,0,0,0,0,55,25,0,76,0,146,0,0,0,0,1,0,3,0,18,13,0,2,0,3,0,0,0,1,846,0,266,661,7,1,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,0,0,313,790,0,0,0,0,0,0,0,0,15,0,0,0,2,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,35,55,0,0,0,0
"DA01076",8,0,0,0,0,0,1,147,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,16,0,0,0,0,1,0,2,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,631,0,0,1,0,2,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,0,0,0,0,0,0,0,44,0,0,16,12,5,0,63,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,18,6,39,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,949,0,4,1,0,1,0,0,0,0,0,0,0,3,439,16,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,1,146,52,0,0,1,9,0,154,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20,0,0,0,0,0,0,0,828,0,1,0,0,0
"DA01168",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3404,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,23,1,2,7,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
"DA01110",0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,2,4,0,2,0,0,1,0,0,0,0,0,0,3,0,4,0,26,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37,1811,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4400,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
"DA00908",25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,14,0,0,0,2,0,1,0,1,1,12,0,0,0,48,0,0,0,0,0,0,0,0,20,0,0,1,0,1,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1149,0,1,1,1140,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,7,0,0,8,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,74,0,0,0,2,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0
"DA01143",0,10,4,3,0,6,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,2,1,0,0,24,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241,3352,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,18,0,0,310,153,4,0,0,0,2,3,4,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0
"DA00821",4,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,112,105,354,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,13,0,27,0,0,0,12,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,2301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0
"DA00955",18,335,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,152,0,0,33,0,0,0,0,18,0,0,0,0,0,0,0,0,343,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,73,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,6,0,0,58,0,0,0,0,0,0,0,0,0,188,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1961,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,366,14,0,4,0,0,0,1,0,0,0,49,0,6,1,0,0,0,0,0,0,0,0,312,0,2,2,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1,0,0,0,0,0,0,2,0,0,0,0,0
