,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182
denovo1262,0.0002318034306907742,0.0,0.0,0.0,0.0,0.0,0.000211954217888936,0.0,0.0,0.0,0.0,0.00020161290322580645,0.0,0.0,0.0,0.0,0.00019638648860958367,0.0,0.0002802690582959641,0.0,0.0,0.0,0.0,0.0007293946024799417,0.0005467468562055768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024154589371980676,0.00045372050816696913,9.492168960607498e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009255831173639393,0.0,0.0,0.0,0.00025627883136852895,0.0,0.0,0.0,0.0,0.0003370407819346141,0.0,0.0,0.0,0.00018008283810552856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008498583569405099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000725689404934688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010804970286331713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003407735559720566,0.0005958291956305859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017921146953405018,0.000246669955599408
denovo471,0.0004636068613815484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012925463162429987,0.0,0.00029761904761904765,0.0,0.0,0.0013160780872998464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00583941605839416,0.0,0.0,0.0,0.0002479543763947434,0.0,0.0,0.003092293054234063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046860356138706655,0.0,0.0,0.0,0.000501002004008016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018008283810552856,0.0,0.0015621513055121626,0.0,0.0,0.0009157509157509158,0.0,0.0,0.0,0.0,0.0,0.0,0.00042918454935622315,0.0,0.002088872009115078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002244165170556553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040225261464199515,0.0029655990510083037,0.0,0.0,0.0,0.0,0.0,0.0003619254433586681,0.0,0.00014738393515106854,0.0,0.0,0.0,0.0008378718056137411,0.0,0.0,0.00041736227045075126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002079002079002079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047596382674916705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002002002002002002,0.0,0.0,0.0,0.0,0.0,0.0,0.0006509004122369278,0.0075260517174835975,0.0,0.0,0.0,0.0
denovo1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021542438604049978,0.00020161290322580645,0.0,0.0,0.0,0.0,0.00039277297721916735,0.0,0.0002802690582959641,0.0,0.0,0.0,0.0,0.00024313153415998054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004830917874396135,0.0,0.00028476506881822496,0.0,0.0,0.00018950161076369148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025627883136852895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006113715100876299,0.0,0.0,0.0,0.0,0.0,0.00025608194622279127,0.00037037037037037035,0.00028328611898016995,0.0,0.00023446658851113716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004380201489268506,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000777000777000777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039721946375372393,0.0,0.00044662795891022776,0.0,0.0,0.0,0.0,0.0,0.0,0.00035842293906810036,0.0
denovo1626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021934634788330776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024313153415998054,0.00036449790413705123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004830917874396135,0.0,0.00028476506881822496,0.0,0.0,0.00018950161076369148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015213753232922562,0.0,0.00037023324694557573,0.0,0.0,0.0,0.00025627883136852895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003601656762110571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002037905033625433,0.0,0.0,0.0,0.0,0.0005733944954128441,0.0,0.0,0.00028328611898016995,0.0,0.0007033997655334115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004380201489268506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010741138560687433,0.0,0.0,0.0,0.0011098779134295228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035842293906810036,0.000246669955599408
denovo1092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032637075718015666,0.0,0.00021542438604049978,0.0004032258064516129,0.0,0.0,0.0,0.0004386926957666155,0.0,0.0,0.0008408071748878924,0.0,0.0,0.0,0.0,0.0014587892049598833,0.00036449790413705123,0.0,0.0,0.0,0.0,0.0,0.0002479543763947434,0.0,0.0,0.0,0.0,0.0,0.00045372050816696913,0.00037968675842429994,0.0,0.0,0.0005685048322910744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030427506465845124,0.0,0.0,0.0,0.0,0.0,0.00025627883136852895,0.0,0.0,0.0,0.0,0.0003370407819346141,0.0,0.0,0.0,0.00018008283810552856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023191094619666049,0.0,0.0,0.00025608194622279127,0.00037037037037037035,0.00028328611898016995,0.0002676659528907923,0.00023446658851113716,0.0,0.0,0.0,0.000564652738565782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000725689404934688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001703867779860283,0.00019860973187686197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014336917562724014,0.000493339911198816
denovo396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032637075718015666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003117206982543641,0.0,0.0,0.0,0.0007627765064836003,0.001736111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047607712449416806,0.00020329335230737954,0.0,0.0,0.0,0.0,0.0,0.000230361667818475,0.0,0.0,0.0,0.0,0.0,0.00037023324694557573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014040999719180006,0.0,0.0,0.0,0.0,0.0010843634786380394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034234851078397807,0.0010346611484738748,0.0,0.002004008016032064,0.0,0.0009474182851729038,0.0,0.0,0.0,0.0,0.0,0.0,0.0002843332385555871,0.0,0.0,0.0,0.00014738393515106854,0.0,0.0004017677782241864,0.00043308791684711995,0.0,0.00035523978685612787,0.0,0.00041736227045075126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011547344110854503,0.0,0.0004965243296921549,0.0004399472063352398,0.0,0.0004434589800443459,0.0,0.0008316008316008316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004887585532746823,0.0,0.0,0.0,0.0,0.0,0.001984126984126984,0.0008084074373484236,0.0,0.0,0.0,0.0,0.0,0.0,0.0005978477481068154,0.0,0.0,0.0,0.0,0.0,0.0,0.0009045680687471732,0.0,0.0010432968179447052,0.0,0.0,0.0,0.0,0.00019860973187686197,0.0,0.00044662795891022776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
denovo392,0.0,0.0,0.001665001665001665,0.0,0.0,0.0,0.0,0.0001574555188159345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014005602240896359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039840637450199205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005635390250774866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002151462994836489,0.0,0.0,0.0,0.0,0.0,0.0,0.00014040999719180006,0.0,0.0002613012803762738,0.0,0.0014524328249818446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001129305477131564,0.0,0.0,0.0,0.0006846970215679561,0.004138644593895499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005675368898978433,0.0,0.0,0.0,0.0,0.00014738393515106854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004977600796416127,0.0,0.0,0.0005773672055427252,0.0,0.0014895729890764648,0.0,0.0,0.0,0.0,0.0,0.0009871668311944718,0.0,0.0011173184357541898,0.0013303769401330377,0.015762925598991173,0.0,0.0,0.004139562389118865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009045680687471732,0.0,0.0,0.0,0.0,0.0004004004004004004,0.0,0.0,0.0010311404413281089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
denovo398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005952380952380953,0.00021249468763280918,0.0,0.0,0.0,0.0,0.0,0.00022416498542927594,0.00017866714311238162,0.0,0.0,0.0,0.0,0.0,0.00024330900243309004,0.0,0.0,0.0,0.0,0.0,0.0,0.0002378686964795433,0.00028571428571428574,0.0,0.0,0.0,0.00023803856224708403,0.0,0.0,0.00017445917655268666,0.0,0.0,0.00023430178069353328,0.0,0.0,0.00025484199796126404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019880715705765406,0.0,0.0,0.0,0.0,0.0008176614881439084,0.0,0.0,0.0,0.0006694934166480696,0.0006273525721455458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023191094619666049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002244165170556553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033400133600534405,0.0,0.0,0.0,0.0016090104585679806,0.002372479240806643,0.0,0.0,0.0,0.0,0.0,0.0003619254433586681,0.0004748338081671415,0.0,0.0,0.0,0.0,0.00041893590280687055,0.0,0.000784313725490196,0.00041736227045075126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004399472063352398,0.0009523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012610340479192938,0.0,0.0,0.0,0.0,0.0019598236158745713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044583147570218456,0.00146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0010224948875255625,0.0002002002002002002,0.0,0.0,0.0,0.00022331397945511388,0.0,0.0,0.0,0.0,0.0,0.0,0.00035842293906810036,0.0
denovo139,0.0002318034306907742,0.00025680534155110427,0.0,0.0,0.0,0.0,0.0,0.001889466225791214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009351620947630922,0.0,0.0006724949562878278,0.001429337144899053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023803856224708403,0.00020329335230737954,0.0,0.00017445917655268666,0.0,0.0,0.00023430178069353328,0.002073255010366275,0.0022864269382664726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001325820351342393,0.0,0.0,0.0,0.0,0.0,0.0010220768601798855,0.00019646365422396856,0.0,0.0,0.0,0.0,0.00014040999719180006,0.0,0.0018291089626339169,0.0,0.0,0.0,0.0,0.0007671653241273494,0.0,0.0,0.0007595898214963919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008453085376162299,0.0,0.0,0.0,0.0,0.0013693940431359123,0.0005173305742369374,0.0,0.00033400133600534405,0.0,0.0,0.0,0.0,0.0,0.0010944910616563297,0.0,0.0,0.0017059994313335229,0.0,0.0,0.0,0.0011790714812085483,0.0,0.0,0.0021654395842356,0.0,0.0,0.001176470588235294,0.00041736227045075126,0.0,0.0,0.0,0.00041562759767248546,0.0,0.001991040318566451,0.0014814814814814814,0.0,0.0,0.0,0.0014895729890764648,0.0008798944126704796,0.0,0.0008869179600886918,0.0,0.0,0.0,0.0008952551477170994,0.0005586592178770949,0.0017738359201773836,0.0,0.0005341880341880342,0.00046468401486988845,0.0,0.0,0.0,0.0004233700254022015,0.0004887585532746823,0.0,0.0,0.0,0.0,0.0,0.001984126984126984,0.0004042037186742118,0.0,0.0035807291666666665,0.0014357501794687725,0.0,0.0,0.0006451612903225806,0.00019928258270227183,0.0,0.0,0.0,0.00048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006006006006006006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
denovo640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028153153153153153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000496031746031746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004757373929590866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017445917655268666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002817695125387433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002044153720359771,0.0,0.0,0.0,0.0,0.0,0.00014040999719180006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044662795891022776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036483035388544326,0.0,0.0,0.0005686664771111743,0.0,0.0,0.0,0.0,0.0,0.0,0.00043308791684711995,0.0,0.0,0.0,0.00041736227045075126,0.0005047955577990914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004399472063352398,0.0,0.0,0.0,0.0,0.0,0.0004476275738585497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004887585532746823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003255208333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001703867779860283,0.0,0.0,0.0008932559178204555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
denovo135,0.0,0.0,0.0,0.0,0.0,0.04679691049522944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012749681257968552,0.0,0.0,0.0,0.0,0.0,0.00022416498542927594,0.0,0.0010170353419781336,0.0,0.0,0.0,0.0,0.0,0.0014005602240896359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003314724354501047,0.0,0.0,0.0011715089034676663,0.001612531674729325,0.0,0.0045871559633027525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033145508783559825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002808199943836001,0.0,0.0002613012803762738,0.0014801657785671995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010728402032749858,0.0,0.0,0.0,0.0013693940431359123,0.0020693222969477496,0.0,0.0016700066800267202,0.0,0.004263382283278067,0.0,0.0,0.0,0.006202116016052536,0.0,0.00170261066969353,0.0,0.0,0.0,0.0,0.0,0.0,0.0004017677782241864,0.0,0.0,0.0,0.0,0.00041736227045075126,0.0,0.0,0.0,0.0,0.0,0.0,0.007407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046468401486988845,0.0005913660555884093,0.0,0.0,0.0021168501270110076,0.0,0.0,0.0,0.0,0.0,0.0005173305742369374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003870967741935484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004004004004004004,0.0,0.0,0.0,0.0,0.0006524575902566333,0.00044434570095534326,0.00043393360815795185,0.0,0.0,0.0,0.0,0.0
denovo41,0.0,0.002824858757062147,0.0,0.0,0.0,0.002271694684234439,0.0,0.0,0.00032637075718015666,0.0,0.0,0.0,0.0,0.004462388440288993,0.00028153153153153153,0.0,0.0,0.0,0.0,0.00717327953373683,0.0,0.0015255530129672007,0.0,0.0,0.0,0.0,0.0,0.0070028011204481795,0.0,0.0,0.0,0.0021486892995272885,0.008530438154323382,0.004281636536631779,0.0,0.0,0.0,9.492168960607498e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0023430178069353325,0.00230361667818475,0.0,0.0015290519877675841,0.0,0.0,0.0,0.0,0.0,0.0023783783783783785,0.0,0.0,0.0,0.0,0.0,0.0,0.04213009774182676,0.0,0.0,0.0,0.0,0.0,0.0,0.012547051442910916,0.0014040999719180005,0.0,0.007577737130911941,0.002960331557134399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04353393085787452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034234851078397807,0.0,0.0008576329331046312,0.0013360053440213762,0.000578368999421631,0.04263382283278067,0.0,0.004424778761061947,0.0011862396204033216,0.0,0.0,0.0011350737797956867,0.0,0.0,0.0003619254433586681,0.0,0.0017686072218128224,0.0,0.0016070711128967456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014312977099236641,0.004479840716774514,0.0009876543209876543,0.0,0.0,0.0,0.0004965243296921549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012320328542094456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012933264355923435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002002002002002002,0.0,0.0,0.0,0.0,0.0006524575902566333,0.0,0.00043393360815795185,0.0,0.0,0.00030184123151222455,0.0,0.00246669955599408
denovo43,0.0009272137227630969,0.00025680534155110427,0.0,0.0,0.0,0.0,0.0,0.0017320107069752795,0.00032637075718015666,0.0,0.0,0.0,0.0,0.01593710157246069,0.13795045045045046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004959087527894868,0.0,0.0,0.0,0.0,0.0,0.0,0.037399145704793545,0.0,0.0,0.0,0.0034891835310537334,0.0,0.0,0.0007029053420805998,0.000230361667818475,0.0,0.009938837920489297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009943652635067948,0.0,0.023688663282571912,0.0,0.02561509942703067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014040999719180006,0.0,0.0018291089626339169,0.0,0.0014524328249818446,0.0010843634786380394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031161473087818695,0.0,0.0,0.0,0.0017953321364452424,0.0,0.0,0.0,0.0013398838767306833,0.0,0.004108182129407737,0.0,0.0008576329331046312,0.00033400133600534405,0.0,0.0,0.0,0.06315366049879324,0.0005931198102016608,0.0,0.0,0.0,0.0005686664771111743,0.0,0.0,0.0,0.0,0.0,0.0012053033346725592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047709923664122136,0.0,0.0,0.000725689404934688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011827321111768185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004845548152634767,0.0,0.0,0.0,0.0,0.0,0.0,0.0005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019527012367107832,0.0,0.0,0.0018110473890733474,0.0,0.0
denovo1287,0.0002318034306907742,0.0,0.0,0.0002224694104560623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020161290322580645,0.0,0.0,0.0,0.0,0.00019638648860958367,0.0,0.0,0.0,0.0,0.0,0.0,0.00024313153415998054,0.0005467468562055768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028571428571428574,0.00024154589371980676,0.00045372050816696913,0.00037968675842429994,0.0,0.0,0.00018950161076369148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030427506465845124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002037905033625433,0.0,0.0,0.00023191094619666049,0.0,0.0,0.00025608194622279127,0.0,0.0,0.0,0.0009378663540445487,0.0,0.0,0.0,0.0,0.0011614401858304297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004380201489268506,0.0,0.0,0.0,0.0,0.000725689404934688,0.0,0.0,0.0,0.0,0.0,0.0004434589800443459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047596382674916705,0.0005402485143165856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011098779134295228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001703867779860283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017921146953405018,0.0
denovo1006,0.0004636068613815484,0.0,0.0,0.0,0.0,0.0,0.001695633743111488,0.0,0.0,0.0,0.0006462731581214993,0.00020161290322580645,0.0,0.0,0.0,0.00021934634788330776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024313153415998054,0.0,0.0,0.00024330900243309004,0.0,0.0,0.0,0.0007438631291842301,0.0,0.0,0.0,0.0,0.0004830917874396135,0.0,0.0,0.0,0.0,0.0013265112753458404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045641259698767686,0.0,0.0005553498704183636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018008283810552856,0.0,0.0004463289444320464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004075810067250866,0.0,0.0,0.0,0.0,0.0,0.0,0.0007407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000996512207274539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047596382674916705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019928258270227183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001192707445902198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
