"","Methanobrevibacter_smithii","Rothia_mucilaginosa","Bifidobacterium_adolescentis","Bifidobacterium_animalis","Bifidobacterium_bifidum","Bifidobacterium_breve","Bifidobacterium_catenulatum","Bifidobacterium_dentium","Bifidobacterium_longum","Bifidobacterium_pseudocatenulatum","Adlercreutzia_equolifaciens","Collinsella_aerofaciens","Eggerthella_lenta","Eggerthella_unclassified","Gordonibacter_pamelaeae","Bacteroides_caccae","Bacteroides_cellulosilyticus","Bacteroides_dorei","Bacteroides_eggerthii","Bacteroides_faecis","Bacteroides_finegoldii","Bacteroides_fragilis","Bacteroides_massiliensis","Bacteroides_ovatus","Bacteroides_stercoris","Bacteroides_thetaiotaomicron","Bacteroides_uniformis","Bacteroides_vulgatus","Bacteroides_xylanisolvens","Bacteroidales_bacterium_ph8","Barnesiella_intestinihominis","Odoribacter_splanchnicus","Parabacteroides_distasonis","Parabacteroides_merdae","Parabacteroides_unclassified","Paraprevotella_clara","Paraprevotella_unclassified","Prevotella_copri","Alistipes_finegoldii","Alistipes_indistinctus","Alistipes_onderdonkii","Alistipes_putredinis","Alistipes_senegalensis","Alistipes_shahii","Alistipes_unclassified","Enterococcus_faecalis","Enterococcus_faecium","Lactobacillus_casei_paracasei","Lactobacillus_fermentum","Lactobacillus_gasseri","Lactobacillus_rhamnosus","Pediococcus_acidilactici","Lactococcus_lactis","Streptococcus_australis","Streptococcus_mutans","Streptococcus_parasanguinis","Streptococcus_salivarius","Streptococcus_sanguinis","Streptococcus_thermophilus","Streptococcus_vestibularis","Butyricicoccus_pullicaecorum","Clostridiaceae_bacterium_JC118","Clostridium_asparagiforme","Clostridium_bolteae","Clostridium_clostridioforme","Clostridium_hathewayi","Clostridium_leptum","Clostridium_nexile","Clostridium_scindens","Clostridium_symbiosum","Clostridiales_bacterium_1_7_47FAA","Flavonifractor_plautii","Eubacterium_eligens","Eubacterium_hallii","Eubacterium_ramulus","Eubacterium_rectale","Eubacterium_siraeum","Eubacterium_sp_3_1_31","Eubacterium_ventriosum","Anaerostipes_caccae","Anaerostipes_hadrus","Anaerostipes_unclassified","Blautia_hansenii","Blautia_hydrogenotrophica","Blautia_producta","Ruminococcus_gnavus","Ruminococcus_obeum","Ruminococcus_torques","Coprococcus_catus","Coprococcus_comes","Dorea_formicigenerans","Dorea_longicatena","Dorea_unclassified","Lachnospiraceae_bacterium_1_1_57FAA","Lachnospiraceae_bacterium_1_4_56FAA","Lachnospiraceae_bacterium_2_1_58FAA","Lachnospiraceae_bacterium_3_1_46FAA","Lachnospiraceae_bacterium_3_1_57FAA_CT1","Lachnospiraceae_bacterium_4_1_37FAA","Lachnospiraceae_bacterium_5_1_57FAA","Lachnospiraceae_bacterium_5_1_63FAA","Lachnospiraceae_bacterium_6_1_63FAA","Lachnospiraceae_bacterium_7_1_58FAA","Lachnospiraceae_bacterium_8_1_57FAA","Lachnospiraceae_bacterium_9_1_43BFAA","Roseburia_hominis","Roseburia_intestinalis","Roseburia_inulinivorans","Roseburia_unclassified","Oscillibacter_unclassified","Clostridium_bartlettii","Peptostreptococcaceae_noname_unclassified","Anaerotruncus_colihominis","Anaerotruncus_unclassified","Faecalibacterium_prausnitzii","Ruminococcaceae_bacterium_D16","Ruminococcus_bromii","Ruminococcus_callidus","Ruminococcus_lactaris","Ruminococcus_sp_5_1_39BFAA","Subdoligranulum_sp_4_3_54A2FAA","Subdoligranulum_unclassified","Coprobacillus_unclassified","Clostridium_ramosum","Erysipelotrichaceae_bacterium_21_3","Erysipelotrichaceae_bacterium_2_2_44A","Erysipelotrichaceae_bacterium_3_1_53","Erysipelotrichaceae_bacterium_5_2_54FAA","Erysipelotrichaceae_bacterium_6_1_45","Eubacterium_biforme","Eubacterium_dolichum","Holdemania_filiformis","Holdemania_unclassified","Turicibacter_unclassified","Acidaminococcus_unclassified","Dialister_invisus","Megasphaera_micronuciformis","Megasphaera_unclassified","Veillonella_atypica","Veillonella_dispar","Veillonella_parvula","Veillonella_unclassified","Burkholderiales_bacterium_1_1_47","Parasutterella_excrementihominis","Sutterella_wadsworthensis","Bilophila_unclassified","Bilophila_wadsworthia","Escherichia_coli","Escherichia_unclassified","Klebsiella_pneumoniae","Klebsiella_unclassified","Haemophilus_parainfluenzae","Akkermansia_muciniphila"
"PRISM|8746",0,0.0001424,6.85e-05,4.4e-06,0,0,0,0,1.5e-05,0,0,4.98e-05,0,0,0,2.12e-05,8.7e-06,4.5e-05,0,6e-07,1e-06,0,2.22e-05,3.92e-05,4.4e-05,5.2e-06,0.0001412,7.99e-05,0,0,0,0,5.8e-06,3.34e-05,0,0,0,3.59e-05,0,0,1.78e-05,3.41e-05,0,0,0,1.4e-06,0,0,0.167281,0,0,4.37e-05,0,0,0,0.0029113,1.2e-06,0.0013311,3.28e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73e-05,1.22e-05,0,0.0001425,4.4e-06,0,0,0,0,0,0,0,0,6.43e-05,3.95e-05,7.57e-05,0,7.3e-06,0,2.45e-05,0,1.47e-05,0,0,7.4e-06,0,0,0,5.8e-06,0,0,0,0,0,2.11e-05,0,8.8e-06,6.4e-06,0,6.27e-05,0,0,0.0003352,0,3.2e-05,0,2.76e-05,0,0,9.33e-05,0,0,0,0,0,0,0,4.6e-06,0,0,0,0,3.5e-06,2.82e-05,0,0,0,0,0.0352652,0.0617677,0,0,0,0,0,0.000556,4.08e-05,0.724623,0,0,3.61e-05
"PRISM|8749",0,5e-06,1.06e-05,7.1e-06,7.3e-06,6.7e-06,0,0,0.0032338,0,0,0.0015891,0,0,0,3.07e-05,3.6e-06,3.63e-05,0,0.0225498,0,0,2.24e-05,0.0004651,4.94e-05,1.88e-05,0.0001398,0.191589,1.55e-05,0,0,0,0,0.0865972,0.269312,0,0,3.83e-05,0,0,3e-05,3.07e-05,0,0,0,3.1e-06,0,0,0.0018191,0.0001257,5.21e-05,0,5.07e-05,0,0,0.0012538,0.0001192,9.85e-05,0.0002192,0.0002175,0.0001139,0,0,0.0978925,5.9e-06,0,0,1.52e-05,0,0,3.85e-05,5.61e-05,5.4e-06,3.2e-06,0,0.0002269,9.4e-06,0,0,0,0,4.58e-05,0,0,0.000172,0.0314629,5.3e-05,0.0301133,0,0,0,1.32e-05,0,0.0001709,0,0.0171574,0,0,6.1e-06,0,1.7e-06,0,0,0,0,0,4.6e-05,4.2e-06,5.83e-05,0,0,0,0,0,0.0002058,0,2.18e-05,0,4e-06,0,0,0.0808435,1.59e-05,0,6.55e-05,4.2e-05,0,0,0,0,0,0,0,0,6.8e-06,1.77e-05,0,0.0005556,1.17e-05,0,2.24e-05,0,0,0,0.030291,0.0001644,0,0.0369957,0.0155731,2.45e-05,0.005372,0,3.91e-05
"PRISM|8753",0,0,0.0109862,5.42e-05,2.8e-06,0,0.0002179,0,0.0070689,0.015246,0,0.025957,7.43e-05,0.0010922,0,2.17e-05,6.8e-06,9.7e-05,0,1.79e-05,1.11e-05,0.0407861,1.04e-05,0.0848618,6.81e-05,0.0820054,0.0739291,0.0622912,0,0,0,0,2.02e-05,3.12e-05,0.0300863,0,0,5.89e-05,0.0027645,0,0.005517,3.82e-05,0,0,0,0,0,0,0,0,0,0,0.0024235,0.0002231,0,0,0.0005776,0,0.0026514,0,0,0,0.0001335,0.0054805,0.0148774,0.0001083,0,0.0094884,1.06e-05,1.93e-05,0.0001447,0.0002236,1.79e-05,0.0009818,0.0117191,0.158236,1.31e-05,0.0001641,0,0,1.26e-05,0,0,0,0.0001735,0.0407886,0.0004653,0.0147363,0,0,0,1.79e-05,0,0.0893387,0.0017217,1.77e-05,0.0001032,0,0.0015616,6.53e-05,0.0034724,0,0,0,0.0009355,0,0.0001323,0.0003362,0,0,0,6.48e-05,0,0,0.0019178,0,2.5e-05,0,1.2e-06,0.0417983,0,0.0006514,0.0026398,0.0008983,4.43e-05,1.2e-05,0,0,0.0001177,0,0.0018771,0.0001898,0,9.88e-05,8.3e-06,0.0152925,8e-07,0.0275651,0.0004189,6.81e-05,0.0041252,0.0081416,0,0,0.056156,0.0115025,0.0004992,0.001182,8.39e-05,0.0131022,0,7.23e-05,2.01e-05
"PRISM|8754",0,5.42e-05,0.0237242,3.71e-05,9.3e-06,3.7e-06,0.0004351,0,0.0085113,0,0.0022935,0.0228941,3.9e-06,0.0001888,0.0003474,0.0154263,0.0057024,0.0002517,0,0.0011426,0.0152072,0,0.0285187,0.009592,0.0099118,0.0029806,0.0129288,0.0113658,0.0003388,0.0051671,0.0255524,0.0058801,0.0071461,0.0242725,0,0,0,0.0603761,0.0003475,0.0061927,0.0077697,0.0419865,0.0005787,0.0025131,0,0,0,0,0,0,0,0,0.0001208,0.0001533,0,0.0010128,0.0038237,4.41e-05,0.009834,9.81e-05,1.09e-05,0,9.5e-06,1.14e-05,0,1.09e-05,0.0028934,0,1.79e-05,0,0,7.66e-05,0.029823,0.029421,0.0029831,0.0460312,0.0008193,8.4e-06,0.0042631,0,0.0020157,0,0,0.0001102,0,9.14e-05,0.0126015,0.0141906,0.0047869,0.0084321,0.0032882,0.0127695,0,0.0004846,4.76e-05,9.07e-05,0.000843,2.72e-05,0,0,0.0005436,0,0.0002789,0,0,0.0033166,0.0157637,0.0079645,0,0.0041825,0.0001389,0.0003004,0.0001177,0,0.117087,4.84e-05,0.0443722,0.0125059,0.0086754,0.0204468,0.0008406,0.0250425,3.9e-06,0,1.1e-05,0,9.2e-06,0,2.41e-05,0,0,0.0002015,0,0,7.4e-06,1.45e-05,0,4.39e-05,1.04e-05,3.3e-06,2.65e-05,0.0001177,0.0002238,0.0001208,0.01288,0.0015559,0.0001139,0.0002834,0,0,0,5.37e-05,0.00167
"PRISM|8758",0,0,0,0,0,0.373126,0,0,4.1e-05,0,0,1.7e-06,0,0,0,0,0,1.3e-06,0,0,0,0,0,6.1e-06,4.36e-05,0,4.47e-05,9.12e-05,0,0,0,0,0,0,0,0,0,4.1e-06,0,0,0,0,0,0,4.8e-06,0,0.0198438,0.0043103,0.0005193,0.0003157,0.0102215,0.108508,0.0008663,0,6.08e-05,0.0020975,0.0010045,0,0.121882,0,0,0,0,0,0,0,0,0,0,0,0,0.0186017,0,0,0,0.0001051,0,0,0,0.0014351,0,0.0074694,0,0,0,0.107747,0,0.0026063,0,0,0,0,7.23e-05,2.48e-05,0,0,0,0,0,0,0,0,0,0,2.42e-05,0,0,0,2.47e-05,0,0,0,0,0,6.63e-05,0,0,0,0,0,0,0.0006145,0.0015673,0.0020828,0.0043021,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27e-05,0,0,4.7e-06,0,0,0,0,0,0,4.17e-05,0,0,0,2e-06
"PRISM|8764",0.0446944,2.2e-05,3.7e-05,0.0007484,1.77e-05,1.1e-05,0,0,0.0956632,0,0.0007313,0.0220896,0.0003707,0.000325,0.0011805,0.0256249,1.63e-05,0.0007688,0.0032697,0.0030632,1.3e-05,8.3e-06,3.2e-05,0.0015707,0.0002792,0.032474,0.0027308,0.019367,0.0016701,0,0,0,0.0151692,8.87e-05,0.10106,0,0,0.0001466,0.0034096,0,0.0002591,9.34e-05,6.3e-06,0.0497233,0,5.31e-05,0,0,0,0,3.27e-05,0,0,0,0,0.0003415,0.0038448,0,0.0078411,7.74e-05,0,0,0,0.0001894,0,5.89e-05,0.0002781,4.98e-05,0,0,0,0,4.65e-05,0.0166033,0.0298533,0.013843,0.101164,0,0.0002696,0,0.0006378,0,0,0,0,0.0001703,0.0024842,0.0082841,0.0029966,0.0184236,0.0101606,0.073265,0,0,0,0.0001199,0,0,0,0,0.0008812,1.2e-06,3.22e-05,0.001366,0,0.0208935,0.0010813,0.0032193,0,0.0010285,0,0.0003741,0,0.0018988,0.0423659,3.6e-06,0.0254617,0,8.6e-06,0.0517772,0,0.0212448,1.08e-05,0,3.9e-06,8.43e-05,0,0,3.86e-05,0,0,0,0,0,2.81e-05,2.44e-05,0,0,2.25e-05,0,0.00033,8.01e-05,0,0,4.4e-06,7.3e-06,0,0.0001376,0.0001082,0,7.28e-05,0,7.4e-05
"PRISM|8765",0,0.0004145,0.0303827,0.00011,2.3e-06,0,0,0,0.0127746,0,0.0003834,0.0088399,0,6.35e-05,6.65e-05,0.0007112,1.33e-05,0.0106125,0.000292,6.4e-06,0.0014253,0,3.74e-05,0.0014555,0.0039933,9.7e-05,0.0013611,0.0010138,0.0001452,0.0296009,0.0336236,0.0137343,0.0005845,0.0002511,0.0003725,0.0022422,0.0047775,0.0783209,0.0150467,0.0003315,0.0006247,0.0336854,0.0077199,0.0320552,0,0,0,0,0,0,0,0,0,0,0,0.0002125,0.0002877,0,0.0005539,0,0,0,0,0,0,0,0.0001192,2.29e-05,1.3e-06,0,0,0,0.0052834,0.0053921,0.0030549,0.0273693,0.0004158,0,0.0002145,0,0.0003675,0,0,0,0,0.000135,0.0078397,0.0129252,0.0077868,0.0198157,0.004561,0.0123792,0,0,0,2.39e-05,0.0008104,0,0,0,0.0009782,0,9.49e-05,0,0,0.0193831,9.01e-05,0.0131001,0,0.0023739,0,0.0001074,0,3.95e-05,0.101921,1.4e-05,3.59e-05,0,0.0487108,0.0050241,0,0.167676,0,0,0,0,0,0,0,0,0,0.0003156,0,5.4e-06,1.51e-05,4.39e-05,0,0,0.0001668,5.88e-05,0.0001208,0.0002568,5.31e-05,6.39e-05,0.0013873,0.0020197,0.0002432,0.0018353,0,0,5.66e-05,0.0002376,0.08995
"PRISM|8774",0,0,8.3e-06,9e-07,0.0238806,0,0,0,2.79e-05,0,0.0046833,0.0051455,0.00015,8e-04,0.0004631,0.0790568,6.7e-06,1.95e-05,0,0,2.1e-06,0.0255839,1.94e-05,3.88e-05,0.0506307,2.5e-06,0.000113,0.0118194,0,5.29e-05,0.0707118,0.0083212,0,1.93e-05,0.0413715,0,0,3.02e-05,0.0247629,0.0014534,5.4e-05,0.102342,0,1.41e-05,0,0,0,0,0,0,0,0,0,0,0,0.0001573,0.0007082,9.1e-06,0.0001152,7.23e-05,0,5.41e-05,0.0005917,0.0013734,0,8.57e-05,0.0015906,1.02e-05,0,0,0.0003421,0.0003976,0.0478596,0.0015723,0.0148077,0.135322,7.6e-06,0.0001101,0.0090517,0,1.61e-05,0,0,0.0001856,7.22e-05,0.0035981,0.019436,0.0036974,0.0013522,0.0179209,0.0128224,0.0056267,0,0.0001206,0.0017362,0,0.0015134,0.0002276,0,0,0.0014414,0,0.0005396,0.0051219,8e-07,0.0007633,0.0232872,0.0048725,0,0.0033774,0,0,0.0003338,0.0002766,0.136046,0.0005296,6.47e-05,0,6.3e-06,0.0330486,0,0.0475349,0.0001408,8.1e-06,4.3e-05,2.33e-05,0,0,2.48e-05,0,0,0.0001969,0,0,9e-06,1.48e-05,0,0,0,0,1.9e-06,3.07e-05,0.0010962,0.0023299,0,0.001089,0.0001031,0.0001394,0,4.59e-05,0,0,0.0021637
"PRISM|8776",0,1.79e-05,3.2e-05,0.0013832,6.3e-06,0,0.0012488,0,0.0089804,0.0135839,0.0017515,0.0126946,0.0001375,0,0.0025393,0.0020295,2.04e-05,9.13e-05,0,0.0001289,2.83e-05,2.8e-06,0.0008508,0.0060591,0.003558,0.0032336,0.0013156,0.0050997,0.0001319,0.0048744,2.74e-05,0,0.000644,0.0041365,0,0,0,0.302838,0.0004648,0.0016776,0.0007399,0.0006799,0.0001401,0.0081221,0,0,0,0,0,0,3.1e-06,0,0,0,2.97e-05,4.05e-05,0.0007406,0.0001458,0.0028312,0.0001098,0,0,0,2.55e-05,0,0,0,8.1e-06,0,0,0,5.37e-05,0.0071182,0.0603723,0.0116322,0.120488,0.000239,0,0.000133,0,0.0007109,0,0,0,0,0.0002097,0.002425,0.01867,0.0027717,0.0197767,0.0062188,0.0165712,0,0,0,5.75e-05,0,0,0,0,0.0005207,0,4.83e-05,0.0002385,0,0.010544,0.0163682,0.0035874,0,0.0003762,0,0,0,3.43e-05,0.0378938,1.9e-06,0.001857,0,1.86e-05,0.0345022,0,0.0030797,2.45e-05,0,0,0,0,0,0,0,0,3.43e-05,0,0,8e-06,1.69e-05,0,0,3.9e-06,0,1.9e-06,4.02e-05,0,1.53e-05,0.0304618,0.0018115,7.88e-05,0.0002113,4.61e-05,0,2.78e-05,6e-06,7.74e-05
"PRISM|8778",0.0386092,0,1.26e-05,2.6e-06,0.0251806,3.3e-06,0,0,0.0152886,0,0.0020411,0.0087636,1.2e-05,0.0001836,0.0003594,0.010758,0.0052602,0.0157572,0,1.95e-05,0.0034169,0.0237857,1.21e-05,0.0017592,0.0112843,0.0002261,0.0553711,0.0070836,0.0020982,0.0122699,0.0320674,0.0043736,0.0090638,0.0188911,0,0,0,2.74e-05,0.0065346,0.0002964,0.0264496,0.0983748,0.0007833,0.0106354,0,0,0,0,0,0,0,0,0.0002305,8.8e-06,0,0,4.4e-06,0,7.59e-05,0,0,0.0001968,1.56e-05,0.0001201,0,0,0.0003361,5.7e-06,2.3e-06,1.1e-05,1.33e-05,0.0005182,0.0061825,0.0157119,0.0057407,0.0211601,0.0166287,3.39e-05,0.0046913,0,0.0006367,0,0,1.29e-05,0,0.0002108,0.0008931,0.0049114,0.0026119,0.007084,0.0030832,0.0015627,0,0,0,2.09e-05,0.0014132,0.0003867,0,0,0.0008873,0,0.0001729,0,0,0.0005941,0.000608,0.0063929,0,0.002911,0,6.36e-05,0,0.001329,0.0341572,7.38e-05,0.0361945,0.0004786,4.4e-06,0.0030548,0.0006039,0.0831397,7.3e-06,0,1.71e-05,1.12e-05,0,0,2.69e-05,0,0,0.0005979,0,0,3.5e-06,5.4e-06,0,0,0,0,0,3e-06,0.0001105,0.0001011,0.0032801,0.0036759,0.0004245,0.0032948,0.0014676,1.64e-05,5.4e-06,2.63e-05,0.181461
"PRISM|8783",0,8.1e-05,1.36e-05,1.08e-05,0,0,0,0,5.76e-05,0,0.005111,1.83e-05,0,0.0060787,0,1.53e-05,6.1e-06,0.0241341,0,0.0178557,3.8e-06,0,1.94e-05,0.0919516,0.0001161,3.51e-05,0.029405,0.0587852,0.000593,0,0,0,1.47e-05,0.0810851,0.0715489,0,0,5.42e-05,0,0,2.53e-05,3.06e-05,0,0,7.9e-06,0,0,0.0003011,0,0,6.4e-06,0,0.0003041,4.07e-05,0,0.0047088,3.94e-05,0.0001913,0.0107498,9.75e-05,0,0.0004267,0.0032363,0.0647727,0.0002009,0.0061462,0.0066042,0.0005357,0.0003455,0.0004389,0.0009805,0.0069159,2.21e-05,0,9e-07,0.0552709,4.5e-06,0,0,0,0.0013739,0,2.43e-05,0,0.003331,0.0607227,0.0003255,0.144108,0,2.6e-06,1e-06,2.17e-05,0,0,0.0158927,0.0192261,0.001761,0.0002139,1.09e-05,0.0009298,0.0032357,2.55e-05,0.0044016,0,0.0012326,0,2.81e-05,0,6.46e-05,0.0034799,3.34e-05,0,0.0003657,0.0002116,0.0002679,0.0027914,2.46e-05,0,0,0.0206291,0.00343,0.0268046,0.0326476,0.0022136,3.73e-05,0.0022106,0,0,0.0017244,0,0,0,0,7.38e-05,1.02e-05,2.4e-05,0,0,5.1e-06,0,0,3.77e-05,0,0,0,0.0324718,0,0.0107374,0.0043044,0,0,0,2.96e-05
"PRISM|8784",0,0,2.58e-05,0.0001538,8.2e-06,0,0,0,3.92e-05,0,0.0038621,2.4e-06,9.82e-05,0.0087502,0.0028045,2.26e-05,0.0427881,2.08e-05,0,0.0094654,4.4e-06,0,0.0356038,0.0009201,6.12e-05,3.57e-05,8e-05,0.0563917,0,0.0137767,8.4e-06,0,7.7e-06,1.84e-05,0.0391322,0,0,7.24e-05,0,0.0064306,3.22e-05,0.0001078,0,0.0296896,0,0.0026745,0,1.85e-05,0,2.2e-06,0,0,0.000174,0,0,0.0001486,0.0002109,0,0.0020406,8.58e-05,5.9e-06,0,0.0008615,0.0154712,0.0002903,7.84e-05,0.0074197,6.86e-05,1.4e-06,5.31e-05,6e-06,6.41e-05,0.0116871,0.0014181,0.001412,0.196536,0.0359201,0.0006875,0.0057849,8.31e-05,3.22e-05,1.6e-06,0,0.001422,4.38e-05,0.0005092,0.0012179,0.0338943,0.0032936,0.0153967,0.0015134,0.0213552,0,0,0.0018465,2.49e-05,0.0029228,0.000164,2.6e-05,3e-06,0.0019884,9.3e-06,0.0010764,0,3.39e-05,0.0137336,0.0043343,0.018345,0,0.018431,1.3e-06,2.88e-05,0.0007473,0.0008738,0.0010532,0.0009699,0.0602896,0,0.0110529,0.0442913,0.0017351,0.0435753,0.0065827,2.9e-06,0.0001299,0.0001147,0,4.98e-05,5.54e-05,0,0,0.0015589,0,0,8.8e-06,1.53e-05,0,6.15e-05,0,0,2.6e-06,2.76e-05,0.0017788,0.0016638,0,0.0072553,0.0007665,6.57e-05,5.28e-05,0,0,3.62e-05,0.135196
"PRISM|8785",0,0,1.2e-05,0.0163122,0,0.0001517,0,0,0.0095878,0,0.0022436,0.0105428,0,9.56e-05,0.0010744,0.0220559,0.13122,8.67e-05,0,7.7e-06,4e-06,0.0039445,1.42e-05,0.0300715,4.18e-05,0.0202693,0.0503931,0.0513962,6e-05,0,0.008608,0.0131557,5.1e-06,0.128817,0,0,0,4.79e-05,0.0026379,0.0001034,0.0099472,0.0291288,0.0008913,0.0056494,0,0,0,0.0010531,0,0,0,0,0.0007128,0,0,0.0002749,0.0003055,1.69e-05,0.048279,6.88e-05,0,0,0.0002702,6.48e-05,0.0007409,0.0001629,0.0009393,3.44e-05,2.88e-05,0.0001952,0.0004388,0.0006207,0.0004618,0.0028971,0,0.0105001,5.6e-06,0,0,0.0001454,0.0012996,0,0,0.0001947,0,0.0001559,0.0036711,0.0041708,0.0012165,1.2e-06,0.0021647,0,0,0.0129886,7.75e-05,0,0.0008023,2.67e-05,0,0.000363,0.000558,0,0.0013322,0,0,0.0009642,0.0011549,0.0098404,0,0.010014,0.0004822,0,0.0003725,0.0003701,0.0885819,0.0001138,0.0289465,0,0.0150049,0.0133204,0.0009386,0.0691337,0.0008484,0.0007699,0.000418,6.7e-06,0,0,2.87e-05,0,0,0.000299,0,5.86e-05,1.48e-05,4.1e-06,0,0,0,0,0,5.48e-05,1.51e-05,0.0032801,0,0.0106039,0.0014288,0.0002557,0.0001765,0,0,0.0001159,0.0308751
"PRISM|8788",0.0002882,6.11e-05,8.2e-06,5.2e-06,0,0,0,0,0.0001162,0,0.0004369,1.17e-05,1.48e-05,1.7e-05,0,0.0086316,0,0.0065028,0.0002363,5.1e-06,0.0012809,0.0018076,0.0282525,0.011468,0.0068509,0.001984,0.0097699,0.0070562,0.0003622,0.001073,0,0.005403,9.4e-05,0.007893,0,0.0019965,0.0099358,0.33692,0,0.0010964,0.0003418,0.0558984,0.0003802,0.0096852,0,0,0,0,0,0,0,0,0,0,0,0.0013168,0.00157,0,1.96e-05,0.0001244,0,1.85e-05,0,0.0001039,0,3.52e-05,0.0001559,5.7e-06,0,0,0,0.0002979,0.0138087,0.0066684,0.0018467,0.14857,4.49e-05,0,0.0010708,0,0.0009449,0,0,0,0,0.0001733,0.0064455,0.0233497,0.0007054,0.005525,0.0072341,0.011489,0,0,0,0,3.14e-05,0,0,0,0.0019074,0,0.0002871,0,0,0.0012609,0.0181212,0.0109139,0,0.0013135,0,8.77e-05,0,0,0.0718428,1.42e-05,0.0037142,0,0.0080538,0.0427544,0,0.0258564,3.12e-05,0,2.1e-06,0,0,0,2.86e-05,0.0119546,0,9.75e-05,8.7e-06,0,2.5e-06,1.1e-06,0,0.0029901,0,0,3.7e-06,5.84e-05,3.45e-05,1.29e-05,0,0.0065498,0,0.0013579,0.0009602,0,0,0,2.35e-05
"PRISM|8789",0,0,0.133203,0,0.0143022,0,0,0,0.0285013,0.0017903,0.0021929,0.0179225,1.66e-05,8.9e-06,9.8e-06,0.0011972,0,0.0051745,0.0001317,0,0,0,0.0120987,0.0042984,0.0064325,0.0010859,0.0064687,0.0075848,0,0.0014341,0.0019169,0.0030199,0.0050224,0.007334,0,0,0,0.278546,0.0002965,0.00328,0.0011552,0.0439289,0.0011861,0.0008317,0,0,0,0,0,0,0,0,5.32e-05,0,6.39e-05,0.0003873,0.0009189,0,0.0001203,0,0,0,0,0,0,2.89e-05,0.0005425,0,0,0,0,3.61e-05,0.0229672,0.008844,0,0.0133647,7.14e-05,0,0.0035653,0,0.0007665,0,0,0,0,1.73e-05,0.0107124,0.0054213,0,0,0.0018864,0.0066356,0,0.0199444,0,0.000107,0.0008598,0,0,0,0.001193,0,0.0002038,0,0,0.0018609,0.0019643,0.0002752,0,0.0099266,0.0002912,0.0001829,0,0.000288,0.0817057,4.1e-06,3.4e-05,0.0007361,0.0045861,0.0093379,0,0.0653058,0,0,4.55e-05,0,0,0,2.13e-05,0.0004408,0,0,9.62e-05,0.0002358,0,0,0,0.0124305,0,0,0,2.04e-05,0.0022834,0.0007139,0,0.003468,9.75e-05,0,0,0,0,0,0
"PRISM|8794",0,0.0001055,1.91e-05,0.0024845,5.4e-06,2.25e-05,0,0,0.0115513,0,0.0027243,1.92e-05,0.000355,0.0041282,0,2.82e-05,7.5e-06,0.0359183,0,2.5e-06,4.9e-06,0.0152805,2.17e-05,0.0080483,3.89e-05,3.4e-06,0.0001288,0.0273239,0.0002274,5.1e-06,0,0,2.1e-06,3.21e-05,3.06e-05,0,0,4.7e-05,0.0016034,0,0.0513374,4.24e-05,0.0019812,1.9e-06,0,1.38e-05,0.0060834,4.46e-05,0,0,0,0,5.94e-05,0.000197,0,0.0037257,0.006989,0.0003315,0.0001147,7.21e-05,0,0.0002013,0.0001544,0.0001153,0.0005658,0.0004227,0,1.35e-05,0,0.0002225,0.0005438,0.0005088,0.0132212,0.016241,0.0065737,0.48379,1.43e-05,0.0010914,0.0098905,0.0002702,0.0039513,0,0,0,5.83e-05,0.0058419,0.0091329,0.0047913,0.000778,0.0097905,0.004044,0.006717,0,4.82e-05,0.0006291,0.0007309,0.0025731,0,0,0,0.0042243,0,0.0001373,0.0021781,0,0.0128499,0.0197824,0.0013826,0,0.0041835,0.0016485,0,0.000276,2.1e-05,0.106987,1.78e-05,2.44e-05,0,0.0117687,0.0229661,0,0.0267785,0.0003284,7.9e-05,0,4.08e-05,2.84e-05,2.75e-05,1.01e-05,0,0,0.0007021,0,1.77e-05,8.5e-06,4.6e-06,7.6e-06,0,4.44e-05,0.0001117,0.0005896,0.0015698,0.0002706,5.5e-06,4.4e-06,0,0,0.0001007,0.0003573,0,3.71e-05,0.0070159,2.2e-05
"PRISM|8795",0,0,1.9e-05,0,0,0,0,0,2.8e-05,0,0,0,0.0004574,0.0113802,0.0002314,0.0377154,0.0273016,0,0,0,0,0.0165508,0,0,1.18e-05,0.0976177,0.0435163,0,0.0070517,0,0,0.0152361,0,0,0.0568929,0,0,0,0,0,1.58e-05,0.0553211,0,0,0,0,0.0006826,0,0,0,0,0,0.000107,0.0002543,0,1.72e-05,0.0004975,0,5.25e-05,0,0,0.0004225,0.0012326,0.0039605,0.0001767,0.001035,0,0.0176907,0,0.0022907,0.0002373,0.0003791,0.0068816,0.0221359,0.0114477,0.246926,0,0.0040807,0,0,0.0013353,0,0,0,0.0006363,0.014299,0.0007175,0.0022933,0,0,0.0190166,0.015765,0,0,0.004694,0,0,0,0,0,0.0087445,0,6.74e-05,0.0077293,0.0004271,0,0,0.0003312,0,0.0128472,0.0001116,0,0,0,0.131479,0.020284,0,0,0,0,0,0.0206297,0.0001451,0.0006132,8.8e-06,0,0,6.22e-05,0.0001481,0,0,0.0014164,0,0,0,0,0,0,0,0,0,0,0.000418,0.0024719,0,0.0002749,0,0,0.0002751,0,0,0,0
