"","Methanobrevibacter_smithii","Rothia_mucilaginosa","Bifidobacterium_adolescentis","Bifidobacterium_animalis","Bifidobacterium_bifidum","Bifidobacterium_breve","Bifidobacterium_catenulatum","Bifidobacterium_dentium","Bifidobacterium_longum","Bifidobacterium_pseudocatenulatum","Adlercreutzia_equolifaciens","Collinsella_aerofaciens","Eggerthella_lenta","Eggerthella_unclassified","Gordonibacter_pamelaeae","Bacteroides_caccae","Bacteroides_cellulosilyticus","Bacteroides_dorei","Bacteroides_eggerthii","Bacteroides_faecis","Bacteroides_finegoldii","Bacteroides_fragilis","Bacteroides_massiliensis","Bacteroides_ovatus","Bacteroides_stercoris","Bacteroides_thetaiotaomicron","Bacteroides_uniformis","Bacteroides_vulgatus","Bacteroides_xylanisolvens","Bacteroidales_bacterium_ph8","Barnesiella_intestinihominis","Odoribacter_splanchnicus","Parabacteroides_distasonis","Parabacteroides_merdae","Parabacteroides_unclassified","Paraprevotella_clara","Paraprevotella_unclassified","Prevotella_copri","Alistipes_finegoldii","Alistipes_indistinctus","Alistipes_onderdonkii","Alistipes_putredinis","Alistipes_shahii","Alistipes_unclassified","Enterococcus_faecalis","Enterococcus_faecium","Lactobacillus_casei_paracasei","Lactobacillus_fermentum","Lactobacillus_gasseri","Lactobacillus_rhamnosus","Pediococcus_acidilactici","Pediococcus_unclassified","Leuconostoc_citreum","Lactococcus_lactis","Streptococcus_australis","Streptococcus_mutans","Streptococcus_parasanguinis","Streptococcus_salivarius","Streptococcus_sanguinis","Streptococcus_thermophilus","Streptococcus_vestibularis","Butyricicoccus_pullicaecorum","Clostridiaceae_bacterium_JC118","Clostridium_asparagiforme","Clostridium_bolteae","Clostridium_clostridioforme","Clostridium_hathewayi","Clostridium_leptum","Clostridium_nexile","Clostridium_perfringens","Clostridium_scindens","Clostridium_symbiosum","Clostridiales_bacterium_1_7_47FAA","Flavonifractor_plautii","Eubacterium_eligens","Eubacterium_hallii","Eubacterium_ramulus","Eubacterium_rectale","Eubacterium_siraeum","Eubacterium_sp_3_1_31","Eubacterium_ventriosum","Anaerostipes_caccae","Anaerostipes_hadrus","Anaerostipes_unclassified","Blautia_hansenii","Blautia_hydrogenotrophica","Blautia_producta","Ruminococcus_gnavus","Ruminococcus_obeum","Ruminococcus_torques","Coprococcus_catus","Coprococcus_comes","Dorea_formicigenerans","Dorea_longicatena","Dorea_unclassified","Lachnospiraceae_bacterium_1_1_57FAA","Lachnospiraceae_bacterium_1_4_56FAA","Lachnospiraceae_bacterium_2_1_58FAA","Lachnospiraceae_bacterium_3_1_46FAA","Lachnospiraceae_bacterium_3_1_57FAA_CT1","Lachnospiraceae_bacterium_4_1_37FAA","Lachnospiraceae_bacterium_5_1_57FAA","Lachnospiraceae_bacterium_5_1_63FAA","Lachnospiraceae_bacterium_6_1_63FAA","Lachnospiraceae_bacterium_7_1_58FAA","Lachnospiraceae_bacterium_8_1_57FAA","Lachnospiraceae_bacterium_9_1_43BFAA","Roseburia_hominis","Roseburia_intestinalis","Roseburia_inulinivorans","Roseburia_unclassified","Oscillibacter_sp_KLE_1745","Oscillibacter_unclassified","Clostridium_bartlettii","Peptostreptococcaceae_noname_unclassified","Anaerotruncus_colihominis","Anaerotruncus_unclassified","Faecalibacterium_prausnitzii","Ruminococcaceae_bacterium_D16","Ruminococcus_bromii","Ruminococcus_callidus","Ruminococcus_lactaris","Ruminococcus_sp_5_1_39BFAA","Subdoligranulum_sp_4_3_54A2FAA","Subdoligranulum_unclassified","Coprobacillus_unclassified","Clostridium_ramosum","Erysipelotrichaceae_bacterium_21_3","Erysipelotrichaceae_bacterium_2_2_44A","Erysipelotrichaceae_bacterium_3_1_53","Erysipelotrichaceae_bacterium_5_2_54FAA","Erysipelotrichaceae_bacterium_6_1_45","Eubacterium_biforme","Eubacterium_dolichum","Holdemania_filiformis","Holdemania_unclassified","Turicibacter_unclassified","Acidaminococcus_unclassified","Dialister_invisus","Megasphaera_micronuciformis","Megasphaera_unclassified","Veillonella_atypica","Veillonella_dispar","Veillonella_parvula","Veillonella_unclassified","Fusobacterium_nucleatum","Burkholderiales_bacterium_1_1_47","Parasutterella_excrementihominis","Sutterella_wadsworthensis","Bilophila_unclassified","Bilophila_wadsworthia","Citrobacter_unclassified","Escherichia_coli","Escherichia_unclassified","Klebsiella_pneumoniae","Klebsiella_unclassified","Haemophilus_parainfluenzae","Akkermansia_muciniphila"
"PRISM|7989",0,0.0004318,3.87e-05,0,4.25e-05,0,0,0,8.96e-05,0,0,0.0029756,0,0,0,7.3e-06,0,0.1761,5.26e-05,0.0027475,0,0,0,0,0,5.18e-05,9.6e-05,0.0001256,0,0,0,0,0,0,1.72e-05,0,0,0,0,0,0,0,0,1.07e-05,0.0002631,4.86e-05,0,2.76e-05,4.15e-05,0,0,0,0.0037187,0.0003602,0,0,0.0005568,0.0012237,0,0.0003142,0.0003968,0,0,0,0,0.0002574,0,0,0,0.0005661,0,0,0,0,0,2.27e-05,0,0.0005232,0,0,0,0,0,0,0,0,0,0.244694,0,0.0056746,0,0,0,1.99e-05,0,0.0003702,0,0,0,0,0,0,0,0,0,0,0,0,1.31e-05,0,3.1e-05,0,0,0.006168,0,0,0,0.0002518,0,6.95e-05,0,0,0,0,0.0002673,0.003041,0.0002283,0,0,0,0,0,0,0,0,0,0,2.91e-05,0.0001256,0,0,0.0284169,1.66e-05,8.41e-05,0.0087195,0,0,0,0,0,0,6.6e-05,0.411943,0.0654108,0.0212984,0.0108283,1.64e-05,0.0001314
"PRISM|8095",0,0,0.327855,0.0001176,0,0,0,0.0002577,5.04e-05,0,0,0.0521297,0,0,0,0,0,6.81e-05,0,0,0,0,0,9.7e-06,0,0,0,0.166994,0,0,0,0,0,0,1.66e-05,0,0,0,0,0,0,0,0,0,0.0014526,0.000156,0,0,0.0002594,0,1.82e-05,2.68e-05,0,0,0,0.0001931,0.0010871,0.0014268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271,0,0,0,0,0,0,0,0,0,0.0384324,0,0.0018959,0,0,0,0,4.22e-05,0,0,4.2e-06,0,0,3e-06,0,0,0,0,0,0,0,6e-06,0,3.27e-05,0,0,0,0.0022538,0,0,0.0001241,0,0,0,0,0,0,0.0001719,0.0007159,0.0108526,0,0,0,0,0,0,0,0,0,0,5.08e-05,0.033881,2.82e-05,0.0173357,3.3e-06,0,0.0307727,0.003472,0.0367982,0,0,0,0,0,0.0045421,0.0152936,0.0039012,0.0295715,0,8.85e-05,0.182528
"PRISM|8096",0,0,9.44e-05,0,0,0.0002243,8.47e-05,0.0005202,0.0467099,0.0225651,0.0001397,0,0.0005652,0.0046169,0,0.0198067,0,0.0012908,0,0,0,0.0016224,0,0.0095488,0,0.0061973,0.0340082,0.106258,0,0,0,0,0.0010562,0.0101833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001506,0,0.0013321,0.0016899,0,0.001048,0.0001235,0.0001598,0,0,0.0002369,0,0,0,0.0114834,0,0,0.0002489,0,0.0004251,0,0.0011197,0,0.282863,0,0.0005889,0,0,0.0015038,0,0,0,0.0001354,0.0009015,0.0120883,0.0375298,0,0.0319018,0,0.0137975,0,0,0,0,0.001378,0,0,0,0.0093089,0.0001419,0,0.0161263,7.97e-05,0,0,0,0.0023016,0,0.0023418,0.0008786,0,0,0,0.203485,0,0,0,0.0016045,0.0448179,0,0.0082241,6.93e-05,0,0,0,0,0,0,0,0,0.0003531,0,0,0,0.0005047,0,0,0,0,0.0006179,0.0003121,0,0,0,0.0392743,0,0,0,0,0,0,0,0.0024427,0
"PRISM|8101",0,0,4.11e-05,0,0,0.0021937,0,0,0.0293174,0.0004818,0.0066783,0.0152783,0,0.0015122,0.0006073,0,0.0005357,0.0035643,0,0,0,0.0017313,0.0280021,0.0165482,0.0226371,0,0.0179277,4.88e-05,0,0.0004653,0,0,0.0012545,0,0.0206772,0,0,0,0.0031509,0.0021408,0.0434328,0.132721,0.0189365,0,0,0,0,0,0,0,0,0,0,0,0,5.8e-05,0.0002609,0.0008849,0,4.44e-05,0,0,0,0.000896,0.0063053,0,0.0001091,0.0002834,0,0,0,1.25e-05,8.4e-06,0.0007516,0.0111431,0.0169741,0,3.17e-05,0.220747,0,0.005842,0,0.0001129,0,0,0,0,0.0058954,0.0002535,0.0299909,0.0023998,0,0.0018348,0.0290784,0,0.0487958,0.0007377,4.78e-05,9.23e-05,0.0005382,0,0,0.0001516,0,0.0023128,0,0,0,5.97e-05,0,0.001114,0,0.013235,0.0017355,0,0,0.0002831,0.0629414,1.82e-05,0,0,0,0,0.0026893,0.0875172,0,0,3.1e-06,0,0,0,4.7e-05,0,0,0.0004765,0,0,0,0.0579571,0,0,0,0,2.93e-05,0.0001471,0,0.0024468,0.0023094,0,0.00083,2.14e-05,3.07e-05,0,0.0001359,0,0,0.0001121,0.0043148
"PRISM|8106",0,0,0,0,0,0.131608,0,0.0142823,8.3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061896,0.0013685,0,0,0,0,0.0019548,0,0,0.0016436,0,8.3e-06,0.0003512,0.0014282,0,0.0007621,0.0001183,0.000373,0,0,0.0008879,0.0201624,0.0017922,0,0.0019103,0.000146,0.0016955,0.0196632,0.0006245,0.0052294,0,0,0,2.75e-05,0,0,0,0.0008569,0,0.0043818,0.0016083,0,0.0054436,0.418136,2.46e-05,0.0304928,0,0,0,0,0.0006812,0,0,2.15e-05,0,0,0.0003419,0.0043851,0,0.0029399,0,0,0.0001398,0,0,0,4.54e-05,0,0,0.0053512,0,0,0,6.5e-06,0,0,0,0,0,0,0,0.0014596,1.42e-05,0.0573291,0.0048736,0,0,0.000104,0,0,0,0,0,0,0.0005173,0.000397,0,0.0052863,0,0.0361067,0.0051105,8.51e-05,0,0,0,0,0,9.73e-05,0.0129631,0.0006986,0,0,0.0002381,0
"PRISM|8129",0,4.46e-05,1.67e-05,0,0.118701,0,0,0,0.0679004,0,0,0,0.0092611,0.0086395,0.000303,0,0,0.010865,0,0,0.0048242,0,0,7.5e-06,0,0,0.0106133,5e-06,0.0009975,0,0.0021065,0,6.6e-05,0.003092,0,0,0,0,0,0,0,0.0025442,0,0,0,0.00081,0,0,0,0.0026088,0,0,0,0,0.0001408,3.48e-05,0.0007788,0.0012358,0.0010574,0.0020832,3.62e-05,0.0015223,0.0005093,6.62e-05,0.0028563,7.43e-05,0,0,0.0102853,0,0,0.0012503,0,0,0.0040839,0.029215,0,0.265323,0,0,0,0,0.0064245,0,0,0,0,0.0059986,0.0092881,0.0078672,0.0084628,0.0084962,0.0230733,0.0031204,0,0.0009436,0.0022385,0,0,1.77e-05,0,3.15e-05,0.0033493,0,0.000402,0.0017836,0,0,0,0.0038496,0,0,0,7.4e-05,8.24e-05,1.03e-05,0.0001526,0.148843,0,0,0,0,0.138879,0,0.0141071,0.0019244,0.0008509,5.51e-05,0.0003049,0,0,2.47e-05,0,0,0.0001929,0.0003583,0,0,0.0238088,0,0,0,5.28e-05,0.0008108,0.000348,0,0,0,0,0,0,0,0.0003656,0,0,0,0.0090778,0
"PRISM|8226",0,0.0028929,4.74e-05,0,0.0358392,0,0,0.0144247,0.0517994,0,0,0,0,0.0019643,0,0,0.03263,0.0021228,0,0,0,0,0,0,0,0.130629,0,0.0247727,0,0,0,0,0.0282691,0,0,0,0,0,0,0,0,0,0,0,0,2.76e-05,0,0.014162,0.0088331,0,0,0,0.0005361,0,0,0,0.0014422,5.23e-05,0,0.0032441,0.0185576,0,0,0,0.0003615,0.0044254,0.0015177,0,0,0.0032402,0,0.0363591,0.0023742,0.0003743,0,0,0,0.0006061,0,0,0,0,0,0,0,0,0,0.104825,0.0009259,0.0025874,0,0,0,0,0,0,0,0.0023288,0,0,0,0,0,0,0,0.0002746,0,0,0,0,0,0,0,0.0306146,0,0,0,9.48e-05,0,0,0,0,0,0,0.0001595,0.0035969,0.0008292,0,0.0005045,0,0,0,0,0,0,0,0,0,8.42e-05,0,0,1.44e-05,0,0.0476058,0.0242266,0,0,0,0,0.0139557,0.0001543,0,0.113342,0.0196249,0,0,0,1.08e-05
"PRISM|8264",0,0.0006654,0.0001597,0,3.77e-05,0.0103959,0,0,0.0003887,0,0,0,0,5.18e-05,0,1.59e-05,0,0.0003099,0.0001516,0,0,0,0,3.6e-06,0,3.62e-05,0.0004796,0.0007495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36e-05,0.0028705,0.0106115,0,5.46e-05,4.36e-05,0,0,0,0.0142043,0.0002144,0,0,0.0031124,0.0059782,0,0.0003602,0.001118,0,0,0,0,6.2e-05,0,0,0,0.0382688,0,0,0,0,0.0055159,2.8e-05,0,0.0016964,0,0,0,0,0,0,0,0,0,0.0003725,0,0.00124,0,0,0,4.63e-05,0.0001992,0,0,2.32e-05,0,0,0.0023968,0,0,0,0,0,0,0,0.0001011,0,7.4e-06,0,0,0.0015257,0,0,0,0.0007563,0,0.0003069,0,0,0,0,0.0007647,0,0,0,0,0,0,0,0,0,0,0,0,7.28e-05,0.0005183,0.0001779,0,0.0053862,0.0033196,0.011159,0.0076939,0.0086212,0,0,0.0411796,0,0,0.000324,0.618065,0.168745,0,0.0001675,0.0004647,0.0005345
"PRISM|8275",0,0,2.91e-05,3.2e-05,0.0642988,1.52e-05,0,0,0.0894851,0,0.0009136,0.132664,0.0018104,0.0060864,0.0002189,3.92e-05,4.8e-05,4.44e-05,0.0008015,0.0025935,5.5e-06,0.0025493,0.0184228,0.0010801,0.0174854,7.49e-05,0.0012712,0.0044415,3.3e-06,0.0015023,9.9e-06,0.000868,5.77e-05,0.001061,0.0003774,0,0,8.04e-05,0.0003143,0,0.0012943,0.0065483,0.0006635,0,0,0,0,0,0,0,0,0,0,0,0,0.0001547,0.0022375,0.000578,0,0.0001054,0,0,0,0.0006714,0.0009384,0.0002832,0.0001147,0.000359,0.0006355,0,9.7e-06,3.58e-05,6.6e-06,0.0013345,5.96e-05,0.0008101,7.9e-06,0.0013178,0.0001283,0,0,2.21e-05,4.32e-05,0.0005996,0,0.0041176,1.8e-06,0.0136836,0.0021269,0.0151196,0,2.4e-06,0.0154599,0.0651854,0,0.0090148,0.0136247,1.04e-05,0.006483,0,1.8e-06,0.001062,0.0025628,0,0.0001642,0,0.0006207,2.22e-05,0.0008165,1.36e-05,0,0,0.0018983,0,0.0004919,2.2e-06,0,0.0006697,0,0.0528114,0,3e-06,0.0462751,0,0.0344836,0.0008818,0.0014639,0,0,0,0,7.62e-05,0,0,0.0006268,0,0,0,2.78e-05,0,0.082337,1.82e-05,0,8.51e-05,0.0001323,0,0,0,6.8e-06,0.0016863,3.5e-06,0,0.0045181,0,0.000104,0,0,0.0015457
"PRISM|8336",0,0.0002541,2.99e-05,0,0,0,0,0,2.78e-05,0,0,0,0,0,0,0,0,3.16e-05,0,0,0,0,0,2.4e-06,0,0,1.1e-06,8.94e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251163,2.94e-05,0.0565088,0.62792,0,0.0027898,0.0179571,0.0028648,0.0002017,0,0,0.0075649,4.24e-05,0,0.0015227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001012,0,0,0,0,0,0,0,0,0,4.14e-05,0,0,0,0,0,0,8.5e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59e-05,0,2.89e-05,0,0,0,0,4.27e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.18e-05,8.91e-05,0,0,0,0,2.5e-06,1.53e-05,0,0,0,0,0,0,7.73e-05,8.52e-05,8.42e-05,0,0,1.6e-06,2.01e-05
"PRISM|8361",0,0,6.77e-05,0,0.186299,0,0,3.62e-05,4.85e-05,0.0315534,0,0,0.0053556,0.0234674,0,0,0,0.0030081,0,0,0,0,0,0.0039416,0,0,0,0.0041421,5.28e-05,0,0,0,0,0.0086701,0,0.0001383,0.0004327,0,4.2e-06,0,0.00408,0.0229379,0,0,1.24e-05,4.15e-05,0,0,1.96e-05,0,0.0002206,6.51e-05,0,0.0007761,0,0,0.0011115,0.0009498,3.08e-05,0.0053227,0,0,0.0001094,1.76e-05,0.0001441,3.56e-05,0,0.0011337,0,0,0,8.89e-05,8.03e-05,0.0042122,0,0,0,0.35716,0,0.0002579,0,0.0037749,0,0.0002532,0,0,5.55e-05,0.0128227,0.0004367,0.0111252,0,0,0,0.098996,0,0.0030015,0.0055401,5.61e-05,0,0.0001484,0.0001209,0,0,2.2e-06,0.0004682,0,4.7e-05,0,0.0031889,8.8e-06,0,0,0.0019765,0.001928,0,0,0,5.76e-05,0,1.62e-05,0,0,0.0896316,0,0.0044101,0.0028528,0.0003508,6.43e-05,3.17e-05,0,0,0.0001197,0,0,0.0002581,0.000351,0,2.09e-05,0.0184763,0,0,4.2e-06,0,6.1e-06,5.46e-05,0,0,3.73e-05,0,0.0018977,0.0002993,0,0.0001066,0,0,0,0,2.2e-05
"PRISM|8374",0,0,2.75e-05,0,0,0,0,0,1.3e-05,0,0,0.039798,0.0003625,0.0027436,5.53e-05,0,0,0.0243253,0,0,0,0.0080211,0,0.0264866,0,0,0.0376387,0.0001128,0.0085501,0,0,0,0,0,0.019944,0,0,0.0008941,0,0.0151509,0,0,0,0,2.59e-05,0.0007384,0,0.0001163,0.0018562,0,0.0001641,0,0.0004855,0,0,2.46e-05,0.0002625,0.0001261,0,6.03e-05,0,0,0,0.0006746,0.0544945,0.0007405,0.0007897,0.002226,0,0,0.0001299,0.0016563,0.0001967,0.0061671,0,0,0,0.0001801,0,0,0,0.0036789,0,0.0074744,0,0,0.0002423,0.0872806,0,0.013626,0,0.0403019,0,0,0.0136454,0,0,0.0123356,0,0.0005629,2.4e-06,0.0153335,0,9.1e-05,0.0008946,0,0.0002511,0,0,0,0,0,0.0057559,0.0010089,0,0.0038035,0,5.38e-05,1.27e-05,0,0,0,0,0.0050068,0.0148709,0.0030945,0.0018652,0.00193,0,0,0,0.0033848,0,0,0.0003139,0.0004306,0,4.07e-05,0.278123,0,0.0046798,0,0,0,4.99e-05,0.0221777,0.0023777,0.006333,0,0,0,0,0.0021795,0,0,0,0,0.0450019
"PRISM|8377",0,0,6.82e-05,0,0,0,0,0,0.0484636,0,0.0009189,0,0.0156545,0.0359203,0.000374,0.0081333,0,0.0351062,0,0,0,0,0,0.0084241,0,0.0019786,0.0118324,6.43e-05,0.0004253,0.0001598,0,0,0.0024003,3e-06,0,5.14e-05,0.0002489,0,1.41e-05,0.0002222,5.76e-05,3.34e-05,0.001642,0,0.0001341,0.0063778,0,0,2.1e-05,0,0,0,0,0.0006812,0,0,0.0006237,0.0017493,4.5e-05,0.0013041,0.0002022,0,0,4.18e-05,0.0012053,0.0009149,9.28e-05,0.0091129,0,0,3e-06,0.0056363,6.11e-05,0,0,1.13e-05,0,0.0002704,0,0,0,6.61e-05,0.0001348,0.0007646,0,0,0.000128,0.130808,0.0001402,0.0333656,0,0.130869,0.0203943,1.33e-05,0,0.0048607,0,0.0116239,0.0038171,0.0005301,0,6.52e-05,0.0013658,0,0.0001084,0,0,0,0.0253479,0,0,0,0.0008018,0.0120338,0,0.0002138,0,0.0025831,0,0,0,0,0.178921,0.0030407,0.0264323,0.0899104,0.0134342,0.0021088,0.0002194,0.000575,0,0.0003542,0,0.0066733,0.0002993,0.000466,0.0003646,4.81e-05,0.0007912,0,0,1.71e-05,0,7.15e-05,0.0001027,0.0030974,0,0,0.0016075,0.0005464,4.26e-05,0,0.0480702,0.0061556,0,0,7.77e-05,0.0053774
"PRISM|8406",0,2.66e-05,1.44e-05,0.013347,0.0174271,0.0001009,0,0,4.52e-05,0,0,0.0777548,0.0002989,0.0041976,0,1.95e-05,1.32e-05,0.0013732,0,0,0,3.46e-05,0.0533327,4.99e-05,3.73e-05,0.0404283,0.0437065,6.44e-05,0,0,0,0,8.5e-06,1.79e-05,8.9e-06,0,0,2.48e-05,0,0,2.36e-05,3.22e-05,0,0,0.0042275,0,0.0011713,5.9e-05,0,0,5.99e-05,0,0,0.0002352,0.0001062,7.18e-05,0.0025969,0.0089174,4.23e-05,0.0053586,0.0003471,0,0,0.0007646,0.0049288,0.0006557,0.0006113,0.004195,9.5e-06,1.7e-06,0.0002273,0.0002299,0.0003725,0.0009053,2.04e-05,0.0114769,0,0.332062,0.0132497,0,8e-07,1.63e-05,0,0.0009536,3.24e-05,0.0008973,0.0001713,0.0120201,0.0108651,0.0022337,0,0,0,0,0,0.0024753,0.0017042,0.0022099,2.1e-06,0.0001148,0.0002189,0.0006313,0,2.96e-05,0.0006637,0.002262,0.0001894,0,0.0453968,0,0,0,0.0077433,0.0011522,0.0002903,0.0005236,0,0.0002527,0,0.0248077,0,0.0017364,0.0680957,0.0023219,0.0113143,0.0004714,0.0002277,4.3e-06,0.0001187,0,0,7.99e-05,0,0,0,0,0.0003851,0.0629423,0.042609,0,0,0.0006892,7.36e-05,0.0002766,0.001435,0,0.0032734,0.0003723,0,0.007496,0.000755,0,0.0007287,0.0001946,0.0014977,0,0.0013621,2.35e-05
"PRISM|8441",0,0.0002778,0.0496452,0,0,0,2.2e-05,0,0.0069251,0.0092335,0.0039105,0.0127197,7.9e-05,0.0003975,0.0004907,0.002279,0,8.4e-06,0,0,2.2e-06,0.0502106,0,0.0001425,0.0003237,9.28e-05,0.0078985,0.0010177,0.0012295,0,0.0021905,0,2.79e-05,0,0,0,0,0,0.0001151,0.0001862,0.0053083,0.0038394,0.001475,0,0,0,0,0,0,0,0,0,0,0.0013813,0.0002301,0,0.0004138,0.0015878,0,6.67e-05,0.000193,0,0,0,0.0001285,0,4.07e-05,0.0002732,0,0,0,0.0004155,0,0,3.23e-05,0.0278558,0.0024786,0.0243805,0.0064673,1.11e-05,1.81e-05,0,0.0022486,0,0,0,0,0.0013975,0.0179812,0.0159989,0.0028189,0.0156767,0.0024639,0.0180089,0,0,0,0,0.0004814,3.79e-05,0,3.13e-05,8.24e-05,0,0.0002812,0,0,0.0019951,5.1e-05,0.0003817,0,0,0.0001342,6.33e-05,0,2.9e-05,4.1e-05,0.0111125,4.7e-06,0.0725209,0.0028737,0,0.0117226,0,0.0278882,0,0,3.51e-05,0.0001569,0,0,0.0001811,0,0,3.92e-05,5.6e-06,0.0003108,0,0,0,0,0,0,0,0,0,0,0,5.38e-05,0.0008519,1.54e-05,0,0.0015209,0,0,0,0,0.523176
"PRISM|8444",0.0406303,0,9.6e-06,0,0,0,0,0,0.0183029,0,0.0016331,0.022456,0,2.2e-05,0,0.0084402,0.0003095,0,0.0055964,0,0,0,0.0011505,0.0012886,0.0004753,0.0004248,0.0428312,0.0070372,0,0.0080154,0.0051105,0.0021375,0,0.0052187,0.0003601,0,0,0,0.0003022,0.001733,0.0008673,0.0108194,0.0005329,0,0,0,0,0,0,0,0,0,0,0,0.0002657,3.6e-05,0.0001651,0.0050734,0.0001741,0.0011867,0.0004463,0,2.44e-05,0,6.7e-06,4.9e-06,0,0.0001772,0,0,1.68e-05,0.0002372,0.0010759,0.0004972,0.0013215,0.015399,6.43e-05,0.0156543,2.17e-05,0,0.0009628,0,0.0141026,0,0,0,0,0.0001458,0.0207384,0.012832,0,0.0051334,0.0037483,0.0052701,0,0.0034182,0.0004222,0,0.0019775,0.0003514,0,0,0.0034732,0,0.0002891,0,0,0.0005567,0.0012406,0.0007202,0,0,0.0024005,0,0,9.52e-05,0.0004131,0.0308114,0.0006049,0.112287,0,0.0024026,0.0080676,0.0036367,0.0409732,0,5.1e-05,0,0,0,0,0,0,0,0.0004226,0,0,0,0,0,0,0,0,0,0,0.0004134,0,0,0,0.0005341,0,0,0,0,0,0,0,0.342535
"PRISM|8447",0.000371,0,0.0401596,0,0,0,0,0,0.065596,0,0.0074972,0.106447,1.12e-05,0.0004433,4.61e-05,0.0012381,0.0003439,2.82e-05,0,0.0001023,0.000666,0,0,7.77e-05,0.0018352,0,0.0040331,0.0014084,7.06e-05,0.0046352,0.0007551,0,0.0010999,0.0001437,0.0015248,0,0,0,9.48e-05,3.46e-05,0.0047735,0.0117063,0.0002951,0,0.0009365,0,0,0,0,0,0,0,0,0.0020618,0.0001101,0,1.64e-05,0.0001691,0.0001194,0.0038127,0,0,1.52e-05,1.53e-05,0,0,0,0.0111541,0,0,0,0,0,3.05e-05,0.0029403,0.0336851,0.0008329,0.0712522,0.0412137,0,0.014859,0,0.0001938,0,0,0.0009608,0,0,0.0140634,0.0023341,0.0040527,0.0002041,0.0129616,0.0122301,0,0.0002248,0,0,6.52e-05,0.000162,0,0,0.0013618,0,0.0006837,0.0031358,0,0.0044688,0.0002078,0.000538,0.0050531,0,0.0027966,0.0085631,0,0,0.0003675,0.0829865,0.0217218,0,0.0187638,0,0.0167447,0.0023097,0.174375,0,0,0.0001327,0.0002541,0,0,0.0001458,0,0.0002804,0.0008386,0,0.0005691,0.0300722,0.10632,0,0,0,0,0,0,0,0,0,0,4.97e-05,0,0,0,7.05e-05,0,0,0,0
"PRISM|8452",0,0.0037121,0.0016355,0,0,0,0,0,0.0029315,0,0,0.0004736,0,0,0,0,0,0.0016419,0,0,0,0,0,0,0,0,0.0039545,0.0060104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029361,0,0.0200167,0.372616,0,0,0,0.0801092,0,0,0.0121588,0,0.0560664,0,0.301629,0.0035556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002043,0,0.0098664,0,0,0,0,0,0,0,0,0,0.00224,0.0001136,0.0074401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010707,0,0,0,0,0,0,0.0069472,0,0.0055332,0,0,0,0,0.0091756,0,0,0,0,0,0,0,0,0,0,0,0,0.0016798,0.002748,0,0,0.0006218,0,0,0.001052,0,0,0,0,0,0,0,0.0019468,0.0177779,0,0,0,0.0042102
"PRISM|8458",0,0,9.6e-06,0,0,0.0529206,0,0,7.68e-05,0,0.0311985,0,0.0018303,0.0099115,0,0.0259189,0,0,0,3.5e-06,0,0,0,0.0008977,0.0310095,0.0113727,6.2e-06,0,3.62e-05,0,0,0,0,0,0,0,0,0.0241676,0.0016973,0,0.065066,0.0237219,0,0,0,0,0,0,0,0,0,0,0,0.0012452,0,0,0.0003017,0.0034919,0,0.0008197,0,0,0,0.0008246,0.006605,0.0019182,0.0024391,0.0024375,0.0003459,0,6.06e-05,0.0019601,0.0029646,0.0033997,0,0,0,0.0005281,0,0.0496805,0,0,0.0001235,0.0028865,0,0,0.0005827,0.0188491,0.0071864,0.0985609,0,0,0,0,0.0013196,0.0040576,0.0077767,0,0,0,0.0002687,0.0216876,0.0011068,0,0.0115227,0,0.0007363,0,0,0,0.0018468,0.0342418,0.0343571,0.0003828,0.0001264,0.000898,0,0.0002383,0.0308496,0,0,0,0.0783418,0.011025,0.0078146,0.0003091,0,0.0022747,0.0002401,0,0,0.0007445,0,0,0,0.001727,0,0.0702836,0,0,0.0525579,0,0,0,6.5e-06,0,0.001285,0.0016098,0,0.0016492,0.0001319,0,0.0040792,0.001329,0,0,0,0.0596574
